lat(deg),lon(deg),h(m)
2.230425313265500975e+01,1.141803465957704731e+02,1.185194768677911696e+02
2.230425109790866856e+01,1.141803503697764199e+02,1.190392245208209374e+02
2.230425559584351802e+01,1.141803542715263831e+02,1.180972486889947533e+02
2.230425623309361072e+01,1.141803587586932025e+02,1.179720287684826161e+02
2.230425883842978507e+01,1.141803632613524400e+02,1.175120289446667385e+02
2.230425801946115172e+01,1.141803668835662648e+02,1.169285442108303812e+02
2.230426475966524791e+01,1.141803682358811756e+02,1.150807436885909851e+02
2.230427023976059431e+01,1.141803612966997576e+02,1.153845013175244958e+02
2.230427191390151265e+01,1.141803584230363100e+02,1.160575829466361881e+02
2.230427647409514336e+01,1.141803609790224243e+02,1.151745878201825093e+02
2.230427317605250082e+01,1.141803648440121464e+02,1.152740828098690429e+02
2.230427148675339666e+01,1.141803701073017123e+02,1.153357295507428120e+02
2.230426381175795925e+01,1.141803629673890299e+02,1.179133444392557237e+02
2.230425917073242559e+01,1.141803693738563936e+02,1.171794745516019276e+02
2.230426005082877694e+01,1.141803714715513252e+02,1.172913209459262873e+02
2.230426090423728169e+01,1.141803738166041455e+02,1.181507270554040758e+02
2.230425837061662619e+01,1.141803830184564958e+02,1.163273208915614703e+02
2.230451856347202266e+01,1.141806644790301561e+02,4.452474631860742704e+01
2.230452067538181282e+01,1.141806620655201243e+02,4.440986138616631251e+01
2.230431070705488494e+01,1.141803946950965667e+02,1.070249875537954836e+02
2.230430424701621561e+01,1.141804081701312725e+02,1.055667936264820810e+02
2.230431017934133919e+01,1.141804522926425278e+02,9.972343144895044986e+01
2.230430849800156778e+01,1.141804238603243817e+02,1.042437233955500204e+02
2.230430292385751656e+01,1.141804302219139231e+02,1.050226680119455267e+02
2.230430002004808188e+01,1.141804313218550675e+02,1.048564361819163508e+02
2.230426915625186624e+01,1.141804302963511617e+02,1.091821657379993127e+02
2.230428880490411103e+01,1.141804862316195823e+02,9.850904946873512813e+01
2.230448159197489133e+01,1.141806615478140543e+02,4.549591775707622787e+01
2.230447683465615327e+01,1.141806595924773404e+02,4.716409357878115571e+01
2.230447449659679648e+01,1.141806655540925988e+02,4.601779759586214880e+01
2.230448574127604999e+01,1.141806300707865773e+02,5.044697257403650781e+01
2.230448692155500723e+01,1.141806330434302481e+02,5.016083916458858027e+01
2.230448402648399053e+01,1.141806392450264838e+02,5.018926754534536627e+01
2.230448197185788572e+01,1.141806481648750662e+02,4.918303588721082775e+01
2.230447764381901266e+01,1.141806556077944492e+02,4.820822495336032887e+01
2.230447695559080756e+01,1.141806381355797129e+02,4.642932862241374892e+01
2.230445727247839827e+01,1.141806456145253890e+02,4.893871903539704249e+01
2.230445029355145437e+01,1.141806472629983489e+02,4.874251253407288687e+01
2.230445151750032906e+01,1.141806503406720026e+02,4.805045473274538637e+01
2.230444521197343377e+01,1.141806487655107247e+02,4.926906544457147419e+01
2.230436963790774385e+01,1.141805480946648856e+02,6.759595057117024908e+01
2.230436720402176576e+01,1.141805455505781737e+02,6.775364138770177647e+01
2.230436218960361217e+01,1.141805455838912167e+02,6.795470399491075852e+01
2.230434699395256004e+01,1.141805650507724152e+02,7.240757042594874804e+01
2.230434540656848696e+01,1.141805640110573421e+02,7.192989006523292517e+01
2.230444178768630437e+01,1.141806286093564324e+02,5.037475253568135969e+01
2.230444023270341702e+01,1.141806309666860670e+02,4.898193329413552277e+01
2.230444442081095602e+01,1.141806262372227394e+02,4.985588097101873473e+01
2.230443876942932135e+01,1.141806322490086814e+02,4.931898473389141913e+01
2.230435917918349276e+01,1.141805095485630801e+02,7.600882700487895249e+01
2.230435585318562275e+01,1.141805181155690150e+02,7.316297534192958096e+01
2.230435469405588478e+01,1.141805220468657183e+02,7.195898665402280869e+01
2.230434961715520359e+01,1.141805286378740334e+02,7.076862066197557510e+01
2.230433970391243292e+01,1.141805341849429283e+02,8.408150341870111788e+01
2.230434678268185777e+01,1.141805287518820080e+02,8.540437562354476597e+01
2.230431925426024620e+01,1.141805784345743859e+02,7.636005163812727403e+01
2.230431762288423059e+01,1.141805802518805137e+02,7.520611423135176210e+01
2.230431817348378587e+01,1.141805835977060752e+02,7.525056289135405052e+01
2.230434135302190413e+01,1.141805603032259029e+02,7.453646021837337798e+01
2.230433796444640748e+01,1.141805643531116914e+02,7.415641461601599360e+01
2.230433815180094115e+01,1.141805681578314307e+02,7.382894705656148915e+01
2.230433645863581305e+01,1.141805670765598819e+02,7.310983855037723345e+01
2.230433770125264203e+01,1.141805672690112772e+02,7.329584996795470886e+01
2.230440067401216098e+01,1.141805010611156916e+02,7.663117542790072889e+01
2.230440131446787788e+01,1.141805046349120403e+02,7.661334559518749643e+01
2.230440500448358065e+01,1.141805024082067206e+02,7.683110126381856730e+01
2.230440510841308210e+01,1.141805028096367920e+02,7.687045966740191716e+01
2.230444008453452653e+01,1.141804722153405294e+02,6.317009760848955580e+01
2.230444319691115496e+01,1.141804711014394229e+02,6.260377962782476402e+01
2.230443564130717249e+01,1.141804805957438020e+02,6.481198606751915747e+01
2.230443628115340360e+01,1.141804692457604773e+02,6.491917628794816153e+01
2.230444044259655101e+01,1.141804645289915783e+02,6.429542449366300616e+01
2.230445638968231137e+01,1.141804144331145352e+02,6.999289200318938242e+01
2.230445855467217697e+01,1.141804107611837509e+02,7.088733896600857065e+01
2.230445737816579310e+01,1.141804133485067325e+02,7.215127650029877771e+01
2.230445945945253428e+01,1.141804113079313225e+02,7.123059496525773682e+01
2.230445677698315876e+01,1.141804294500113173e+02,6.522172701787145854e+01
2.230446611205395158e+01,1.141804371963867908e+02,6.334378717530999126e+01
2.230447054490570480e+01,1.141804279286593129e+02,6.415343132385189051e+01
2.230446811204311786e+01,1.141804382684251067e+02,6.292026514992051034e+01
2.230447245058616446e+01,1.141804369746148069e+02,6.240372035783568805e+01
2.230446317249993626e+01,1.141804528831491297e+02,6.183754149907842645e+01
2.230446838881515959e+01,1.141804457140248985e+02,6.263199973530894482e+01
2.230446813019800700e+01,1.141804492042040806e+02,6.215081916468764689e+01
2.230446757659475665e+01,1.141804413444478143e+02,6.221346013337348779e+01
2.230447477661821765e+01,1.141804365381995865e+02,6.271748303953964410e+01
2.230453039140036609e+01,1.141804895673296016e+02,4.963978429069290144e+01
2.230453041081252508e+01,1.141804878522153075e+02,5.112224429863790931e+01
2.230453326867104380e+01,1.141804820372196332e+02,5.109998948413255704e+01
2.230453037415578876e+01,1.141804700288276990e+02,5.092229630826638953e+01
2.230453874917128232e+01,1.141804735377385214e+02,4.890300526446400653e+01
2.230454459312170812e+01,1.141804681321536918e+02,5.034007081605624734e+01
2.230457203605637773e+01,1.141804536894395881e+02,4.832944531258673493e+01
2.230457374407320259e+01,1.141804477832430678e+02,4.824342975577273762e+01
2.230457392646847126e+01,1.141804538813201475e+02,4.898572015427759396e+01
2.230456761712340708e+01,1.141804684747210530e+02,4.811567152116482760e+01
2.230449870505322707e+01,1.141804140092484801e+02,6.461680286914503313e+01
2.230445412328012011e+01,1.141804516994946255e+02,5.546020398793915973e+01
2.230445818105606293e+01,1.141804446616793740e+02,5.460421571754536529e+01
2.230446104682547670e+01,1.141804365298002182e+02,5.440319564053691437e+01
2.230446829275823006e+01,1.141804286608866761e+02,5.541826006198433419e+01
2.230447291538413879e+01,1.141804213269236215e+02,5.627735334827153935e+01
2.230447954844589376e+01,1.141804178056399053e+02,5.515619056468902670e+01
2.230447948006325376e+01,1.141804089109085538e+02,5.715637810694029497e+01
2.230455370969188778e+01,1.141804662962922379e+02,4.169816815952329137e+01
2.230455866921930763e+01,1.141804639819037561e+02,4.282146413925970307e+01
2.230455808141973151e+01,1.141804538827467610e+02,4.224054993688754678e+01
2.230457886407703327e+01,1.141804169464458170e+02,5.012170609573682611e+01
2.230457293452476719e+01,1.141804135735950183e+02,4.919109837745676828e+01
2.230456957806200080e+01,1.141804069901634477e+02,4.934403471920354178e+01
2.230457364381137353e+01,1.141803956953768022e+02,5.100920916451741505e+01
2.230450609812476870e+01,1.141803167789858549e+02,7.093462265147819323e+01
2.230450235992656971e+01,1.141803145237743280e+02,7.237082268984927680e+01
2.230450882321977346e+01,1.141803065740647014e+02,7.216850358427979018e+01
2.230450860442234173e+01,1.141803101185097518e+02,7.100644801470872380e+01
2.230451300928175939e+01,1.141803093058686045e+02,7.248219864351328567e+01
2.230451196808903802e+01,1.141803145246639986e+02,7.364843208823404552e+01
2.230450838378568434e+01,1.141803110866637780e+02,7.389117409891130706e+01
2.230447992339787433e+01,1.141803360386747954e+02,8.050537480478824648e+01
2.230448031200041825e+01,1.141803389703051010e+02,7.916667754190662265e+01
2.230445546250840039e+01,1.141803900371708806e+02,6.972811089060934364e+01
2.230445673091296399e+01,1.141803928958618997e+02,7.035397872373559380e+01
2.230445923404572994e+01,1.141803887580052788e+02,6.974168385333210551e+01
2.230445339849346453e+01,1.141803876259282333e+02,7.061383440292895841e+01
2.230444708358395545e+01,1.141803876908963531e+02,7.137913412025280024e+01
2.230444652080306156e+01,1.141803808000984901e+02,7.243561089813999843e+01
2.230444797056145845e+01,1.141803818886982640e+02,7.157746572406055918e+01
2.230444588968774156e+01,1.141803799531801076e+02,7.097136836187752351e+01
2.230444484650947956e+01,1.141803702243557268e+02,7.185580699925323245e+01
2.230444224457802349e+01,1.141803366340698176e+02,7.957973747310697377e+01
2.230445997196534336e+01,1.141803018296556331e+02,8.621480874372676340e+01
2.230454502423520324e+01,1.141803851925192674e+02,6.242427207847450177e+01
2.230454134814777589e+01,1.141803773634424175e+02,6.368065840898460550e+01
2.230448096739963759e+01,1.141803465016325276e+02,7.979043281776363017e+01
2.230448604244255506e+01,1.141803260957503596e+02,8.489238153088867023e+01
2.230448820961673206e+01,1.141803258940352350e+02,8.569342221012500715e+01
2.230448700463508871e+01,1.141803125869715529e+02,8.736173261003349921e+01
2.230448338387797591e+01,1.141803092704018781e+02,8.979789066799432362e+01
2.230452892199874526e+01,1.141803632100258312e+02,7.588249208934817602e+01
2.230453260917037284e+01,1.141803636528426580e+02,7.712360984168327604e+01
2.230453035983249777e+01,1.141803681488278812e+02,7.638543287396535675e+01
2.230453844864628010e+01,1.141803559471709093e+02,6.751025292992619597e+01
2.230453979373026030e+01,1.141803438469920593e+02,6.958043793273716915e+01
2.230454458788344496e+01,1.141803503229353822e+02,6.694600903683948445e+01
2.230454508823720161e+01,1.141803523570243897e+02,6.513292377896901542e+01
2.230454236991369399e+01,1.141803351624725025e+02,6.843775021536134773e+01
2.230454432297734968e+01,1.141803278496503964e+02,6.992060274751719362e+01
2.230454634180873441e+01,1.141803262223822770e+02,7.030549577159966645e+01
2.230447726481333603e+01,1.141802605299816378e+02,9.112720250605191552e+01
2.230447458080892531e+01,1.141802631884708745e+02,8.998583965004137042e+01
2.230447553053778975e+01,1.141802627491994002e+02,8.933143803484141188e+01
2.230447392755811364e+01,1.141802547320358201e+02,9.046843770110288574e+01
2.230447625987228477e+01,1.141802497772283544e+02,9.191290475232227664e+01
2.230447984586967891e+01,1.141802441683868352e+02,9.208871720500962965e+01
2.230447443751799241e+01,1.141802538777532305e+02,9.087146864208477837e+01
2.230447755398484944e+01,1.141802929973952558e+02,8.382012784514249404e+01
2.230447355854198932e+01,1.141802867701136250e+02,8.432033661325763774e+01
2.230447649164021584e+01,1.141802780102104720e+02,8.563669191426062355e+01
2.230447645886387420e+01,1.141802828576144293e+02,8.504954432928501262e+01
2.230447350339120405e+01,1.141802812366977804e+02,8.555246517253826255e+01
2.230446378941868701e+01,1.141802790901545421e+02,8.598064919795397998e+01
2.230445220026076569e+01,1.141802847632253446e+02,8.497743779852999069e+01
2.230444123538371670e+01,1.141802795116179112e+02,8.655339107001519494e+01
2.230445598454423006e+01,1.141802663176317623e+02,8.840574842512863540e+01
2.230445190292408952e+01,1.141802665290655909e+02,8.781757980169363975e+01
2.230445144171662264e+01,1.141802667263982443e+02,8.868936127559901195e+01
2.230445372921979441e+01,1.141802622158432854e+02,8.989408254422214384e+01
2.230445924060873963e+01,1.141802599008593830e+02,9.087225585963754781e+01
2.230445924467234420e+01,1.141802317398184670e+02,9.242499058853137228e+01
2.230445744571377276e+01,1.141802227700560906e+02,9.300846564606908373e+01
2.230445737804373252e+01,1.141802202166766449e+02,9.419042373063464879e+01
2.230444972658952807e+01,1.141802386140182932e+02,9.027855995921983379e+01
2.230445143318355150e+01,1.141802338781338335e+02,9.180698440299666174e+01
2.230445927852006349e+01,1.141802301329864946e+02,9.272599478667862627e+01
2.230446404455994980e+01,1.141802293370593731e+02,9.402267390422258586e+01
2.230446278187119802e+01,1.141802359302581067e+02,9.279819466937379957e+01
2.230446390277442603e+01,1.141802288780837671e+02,9.443412186536411923e+01
2.230446486433649866e+01,1.141802257653099986e+02,9.400298115569074753e+01
2.230445792967641694e+01,1.141802254946968418e+02,9.380133200748585409e+01
2.230445811477749629e+01,1.141802178858071528e+02,9.673573967755969250e+01
2.230445825640665092e+01,1.141802117026055186e+02,9.869337201856532715e+01
2.230446378862793111e+01,1.141802184178747979e+02,9.790865893648636131e+01
2.230446640570697880e+01,1.141802235665788317e+02,9.644498605646246858e+01
2.230446851487680249e+01,1.141802199904633710e+02,9.528924839714183292e+01
2.230446364618606481e+01,1.141802171029878963e+02,9.597158131675443826e+01
2.230446681825072730e+01,1.141802154558458255e+02,9.748692670789020553e+01
2.230446575401744624e+01,1.141802211782059828e+02,9.727695165764474439e+01
2.230446139181462328e+01,1.141802233782758265e+02,9.740242190498835839e+01
2.230446180058105199e+01,1.141802186454256400e+02,9.839626318748476308e+01
2.230445518350578027e+01,1.141802191362386623e+02,9.748712729647162689e+01
2.230445438948838444e+01,1.141802130967347466e+02,9.764619396378999738e+01
2.230444999874514878e+01,1.141802031105047632e+02,9.970726864659944511e+01
2.230444668843289335e+01,1.141801957460060635e+02,1.014978000490305874e+02
2.230444583210369558e+01,1.141801986740706241e+02,1.003468946671678452e+02
2.230444830500907472e+01,1.141801995157662901e+02,1.011892120701261604e+02
2.230445098807318516e+01,1.141802046364812639e+02,1.007691804557867670e+02
2.230444765254482675e+01,1.141802043062211425e+02,1.011598534031234919e+02
2.230444666041040236e+01,1.141802003760376607e+02,1.007610793580057873e+02
2.230454238578333204e+01,1.141802859254759852e+02,7.448843290153178032e+01
2.230454309648134981e+01,1.141802875449329377e+02,7.294922216485400668e+01
2.230454117904279698e+01,1.141802895772316759e+02,7.246424124648841314e+01
2.230453967794599635e+01,1.141802941530543052e+02,7.155418189141879282e+01
2.230453611658552759e+01,1.141802943948864311e+02,7.132406444517035027e+01
2.230453452761751976e+01,1.141802924535080592e+02,7.080269532743515981e+01
2.230453694605860093e+01,1.141802929664127646e+02,6.974147154383958025e+01
2.230453781595466012e+01,1.141802945723427172e+02,6.887120533664445077e+01
2.230453307599482216e+01,1.141802918461186351e+02,6.917509267239842075e+01
2.230452849024089801e+01,1.141802946855458032e+02,6.916004556266159398e+01
2.230443073509755791e+01,1.141802109025188372e+02,9.641584733757683523e+01
2.230443227640794390e+01,1.141802117032799231e+02,9.634503920838731972e+01
2.230443598757022983e+01,1.141802081180118051e+02,9.616772123611849565e+01
2.230444055297346750e+01,1.141802073805870350e+02,9.562832032384086745e+01
2.230452950238143828e+01,1.141802798362405014e+02,7.047298149961389413e+01
2.230452863292792287e+01,1.141802831409588777e+02,6.881827792970874214e+01
2.230451931291100109e+01,1.141802842152190607e+02,6.655174779807954621e+01
2.230452205576041536e+01,1.141802875949718583e+02,6.608679987240080322e+01
2.230452295607637225e+01,1.141802850587734071e+02,6.688539503330120795e+01
2.230451711868649411e+01,1.141802827308526957e+02,6.688282101613614827e+01
2.230451783095899998e+01,1.141802788745412442e+02,6.762428115699994180e+01
2.230451069984666645e+01,1.141802847727692267e+02,7.007768412124769952e+01
2.230451114675580726e+01,1.141802828860769523e+02,7.119103042050581109e+01
2.230451071106408634e+01,1.141802752081135850e+02,7.273249036252869359e+01
2.230450775979486266e+01,1.141802706532455005e+02,7.297144055924167105e+01
2.230442143824334877e+01,1.141801943862149784e+02,9.758238218244410689e+01
2.230441811635798999e+01,1.141801974414222798e+02,9.721892799538107965e+01
2.230441367246693574e+01,1.141801903021396356e+02,9.855496234864232008e+01
2.230441119687846907e+01,1.141801862325017822e+02,9.911107470780305562e+01
2.230440242662648487e+01,1.141801979396064581e+02,9.570129714832627599e+01
2.230449054940116937e+01,1.141802747649393126e+02,6.927434900529006256e+01
2.230455195126198120e+01,1.141801432553822906e+02,3.990125462376251164e+01
2.230454870939246703e+01,1.141801354323336568e+02,4.056854551463435854e+01
2.230454655325836200e+01,1.141801474395987981e+02,3.804824270636270711e+01
2.230454337095037332e+01,1.141801553832845428e+02,3.734045446245102795e+01
2.230445647539382037e+01,1.141800997199480037e+02,6.241769720775998564e+01
2.230446541951019768e+01,1.141800936022030584e+02,6.335447823197530681e+01
2.230447118346191004e+01,1.141800975586762945e+02,6.351741549549049637e+01
2.230446988872739666e+01,1.141800966569273754e+02,6.348746530868155702e+01
2.230447172880003492e+01,1.141800932978838290e+02,6.365896790072440581e+01
2.230447482330902176e+01,1.141800949453532326e+02,6.315679118531418368e+01
2.230446906947850749e+01,1.141800996786052025e+02,6.359296936736011929e+01
2.230440802738073813e+01,1.141802728681891637e+02,8.716864410522103412e+01
2.230442737864057534e+01,1.141802447147808977e+02,9.444572132010253540e+01
2.230442781847517608e+01,1.141802487703431552e+02,9.505134968637325699e+01
2.230438546605817152e+01,1.141803127746067474e+02,8.321011491181823772e+01
2.230436677651166733e+01,1.141802614511897218e+02,9.316121703870506110e+01
2.230436259420471501e+01,1.141802692975584250e+02,9.198125036680170297e+01
2.230435749335382667e+01,1.141802719113609896e+02,9.086345364643634070e+01
2.230438155322982752e+01,1.141802657994586241e+02,9.485544047702985893e+01
2.230438044360073135e+01,1.141802677500723178e+02,9.449764727288302879e+01
2.230438239041609449e+01,1.141802671775053426e+02,9.391891339059239385e+01
2.230437991333337422e+01,1.141802719853959758e+02,9.298752184353398320e+01
2.230438110713758348e+01,1.141802713509517986e+02,9.255896409039426942e+01
2.230438023472356335e+01,1.141802781415259744e+02,9.122748005158210560e+01
2.230438046810510144e+01,1.141802792733918039e+02,9.122133975319370336e+01
2.230437956471931216e+01,1.141802840450347958e+02,9.032988470388475832e+01
2.230438302325765676e+01,1.141802807060534377e+02,9.019245528209732754e+01
2.230440546645489874e+01,1.141802292094915146e+02,1.008099840964575407e+02
2.230440939259035815e+01,1.141802264935774929e+02,1.006229607390952339e+02
2.230441072407790770e+01,1.141802249210783344e+02,1.006676532623225881e+02
2.230442593728070477e+01,1.141802782138134944e+02,9.142575697123700706e+01
2.230442932231977693e+01,1.141802773033267471e+02,9.087682737071446581e+01
2.230442793468822416e+01,1.141802758278839036e+02,9.139703049453660810e+01
2.230442401682617870e+01,1.141802715725130071e+02,9.196049443130051770e+01
2.230441883965295347e+01,1.141802720020941138e+02,9.288927913382070756e+01
2.230441757480871701e+01,1.141802723665003612e+02,9.282428928662335466e+01
2.230441343689034994e+01,1.141802705387740247e+02,9.336978050489933878e+01
2.230440679131501724e+01,1.141802701241899598e+02,9.421745629978127567e+01
2.230440262843222499e+01,1.141802679925246480e+02,9.466179384074641234e+01
2.230439537903788505e+01,1.141802656292972245e+02,9.578898460798575343e+01
2.230438864193116189e+01,1.141802644943889931e+02,9.626079865066202501e+01
2.230438875064690407e+01,1.141802566690963943e+02,9.755822184612567582e+01
2.230440021454592525e+01,1.141802566021614638e+02,9.856145603881536488e+01
2.230440159094158048e+01,1.141802531614745675e+02,1.000771143668700205e+02
2.230440315813304153e+01,1.141802489340966957e+02,1.016459954714229497e+02
2.230440547569521215e+01,1.141802470954016258e+02,1.023461416913225861e+02
2.230440677145002226e+01,1.141802451071950486e+02,1.028394496659427233e+02
2.230440824062290872e+01,1.141802435838022234e+02,1.033729223917026161e+02
2.230441100648610231e+01,1.141802444011339617e+02,1.036673872826245741e+02
2.230441078700437885e+01,1.141802454837061873e+02,1.033035529198337343e+02
2.230440773109208763e+01,1.141802467683439914e+02,1.036618496795624083e+02
2.230440495322535455e+01,1.141802513938676356e+02,1.030503415106809086e+02
2.230440138980312881e+01,1.141802528262037271e+02,1.034662154321942751e+02
2.230439754333524860e+01,1.141802503130245157e+02,1.040270176540134486e+02
2.230438992299669465e+01,1.141802540586464829e+02,1.026107265672366111e+02
2.230438650628986252e+01,1.141802547124643041e+02,1.029572773292329515e+02
2.230438199632180840e+01,1.141802534831661120e+02,1.037301198436046121e+02
2.230437868578467331e+01,1.141802544504708123e+02,1.037885287639974194e+02
2.230437338803075065e+01,1.141802523715766995e+02,1.048139753446729685e+02
2.230436992937424279e+01,1.141802522610804544e+02,1.053662425958932118e+02
2.230436874051970264e+01,1.141802538699549530e+02,1.055925397741515610e+02
2.230436537597719138e+01,1.141802549766994730e+02,1.056807841511353416e+02
2.230436010269073677e+01,1.141802547788206823e+02,1.059403887159675719e+02
2.230432708758521798e+01,1.141802375828169573e+02,1.131972950352755873e+02
2.230442624011617525e+01,1.141803105882957823e+02,8.652094637593052084e+01
2.230441035235430647e+01,1.141802644771048136e+02,9.363067405268114385e+01
2.230447634541904733e+01,1.141803193484888368e+02,7.682288441927174460e+01
2.230447399113483797e+01,1.141803200508266798e+02,7.644913354364263114e+01
2.230446876178661952e+01,1.141803425135129970e+02,7.139804667117351755e+01
2.230447157154648963e+01,1.141803412061605343e+02,7.200996047446210468e+01
2.230447316244854150e+01,1.141803420594683871e+02,7.178239473518046054e+01
2.230447066430365766e+01,1.141803450057619642e+02,7.101456643922213630e+01
2.230447017720695158e+01,1.141803440240623786e+02,7.090420592075074069e+01
2.230434425894341288e+01,1.141802195631752284e+02,1.092629703449496787e+02
2.230434888802524540e+01,1.141802206883600235e+02,1.083537542556644127e+02
2.230435834428300979e+01,1.141802719667124109e+02,9.915103630777410615e+01
2.230436122258866050e+01,1.141802773557145940e+02,9.750365490855597272e+01
2.230436355119629255e+01,1.141802821731261304e+02,9.625118617176528346e+01
2.230436486948714503e+01,1.141802917543707423e+02,9.463736966782818172e+01
2.230433196393972750e+01,1.141802794933258127e+02,1.005739302016550738e+02
2.230433405945937864e+01,1.141802793545611650e+02,1.002575322368774806e+02
2.230433630433218539e+01,1.141802750528738812e+02,1.005434007908449701e+02
2.230442787955948702e+01,1.141803367763678381e+02,7.631907739721079054e+01
2.230442715292134892e+01,1.141803319079704835e+02,7.694038743777527145e+01
2.230442906534741709e+01,1.141803236118979044e+02,7.778466566278240180e+01
2.230443172088643067e+01,1.141803199479217028e+02,7.798658336108665878e+01
2.230443180338676967e+01,1.141803216235986156e+02,7.720044585192142961e+01
2.230443166742395888e+01,1.141803235383962658e+02,7.590590594158169324e+01
2.230443140864133511e+01,1.141803257920174843e+02,7.517995184949374732e+01
2.230443279993064820e+01,1.141803266112131894e+02,7.405016886712529356e+01
2.230443129766758403e+01,1.141803246526789053e+02,7.421693731516512571e+01
2.230442933777876391e+01,1.141803248206905579e+02,7.434665604527461369e+01
2.230442970478445019e+01,1.141803217779557968e+02,7.461486564651822562e+01
2.230443169959159633e+01,1.141803168992748709e+02,7.481208506990847695e+01
2.230443077309280042e+01,1.141803134075125570e+02,7.521976164148796329e+01
2.230443290318986271e+01,1.141803116462390335e+02,7.515539192922500433e+01
2.230436831496548677e+01,1.141802571532573438e+02,9.374165769859355635e+01
2.230436991835313876e+01,1.141802565178054323e+02,9.354480578213605213e+01
2.230436863966947314e+01,1.141802545213269440e+02,9.366795312971332521e+01
2.230436983357259706e+01,1.141802552729356535e+02,9.325774693554271266e+01
2.230437034364328852e+01,1.141802558538104790e+02,9.282785920662581702e+01
2.230437115936068793e+01,1.141802516392234708e+02,9.331946296013592246e+01
2.230437328775775185e+01,1.141802504230738862e+02,9.273554301284092105e+01
2.230437327177157059e+01,1.141802496886468248e+02,9.223446698500346486e+01
2.230437491026740915e+01,1.141802474767090416e+02,9.218496820188887853e+01
2.230437748503582540e+01,1.141802451102767719e+02,9.212380378543176107e+01
2.230439741265104203e+01,1.141802228083199253e+02,9.724617368274887497e+01
2.230439582165343282e+01,1.141802211919707730e+02,9.763901001299247184e+01
2.230439621776428893e+01,1.141802232759748819e+02,9.736013171420464118e+01
2.230439789050597810e+01,1.141802206881596078e+02,9.772484169180707170e+01
2.230439892700307070e+01,1.141802239370962582e+02,9.677417955207593536e+01
2.230439760649262126e+01,1.141802245124288788e+02,9.634680560581837483e+01
2.230439587389022194e+01,1.141802265777269696e+02,9.567519094192893192e+01
2.230439531451295565e+01,1.141802289381730162e+02,9.527697088772538336e+01
2.230439409138294593e+01,1.141802277739777054e+02,9.559596141267674341e+01
2.230439507640576835e+01,1.141802290133673665e+02,9.481989877097957731e+01
2.230439335489131736e+01,1.141802264880657987e+02,9.518163510294297680e+01
2.230439573876310178e+01,1.141802249927938391e+02,9.529573466656151481e+01
2.230439509802225118e+01,1.141802269257790670e+02,9.452199432536168899e+01
2.230439491082196213e+01,1.141802260729678551e+02,9.436969450664187775e+01
2.230439216179752648e+01,1.141802282722572670e+02,9.413538797128960312e+01
2.230439242853562476e+01,1.141802260604246015e+02,9.418667966143338788e+01
2.230439301562497789e+01,1.141802285277941706e+02,9.401924783933581864e+01
2.230439323219014369e+01,1.141802274606425129e+02,9.452806732485558427e+01
2.230439153377005113e+01,1.141802279229654147e+02,9.467514764338594091e+01
2.230438952879271852e+01,1.141802290365261427e+02,9.431336573232758269e+01
2.230438964415083802e+01,1.141802262958780148e+02,9.480107883567582405e+01
2.230438898083255594e+01,1.141802256628367616e+02,9.466296358183042514e+01
2.230438793133910735e+01,1.141802252772427266e+02,9.484534833010538080e+01
2.230438758557849965e+01,1.141802226994920488e+02,9.560484204231940453e+01
2.230438686983491792e+01,1.141802226215352363e+02,9.590241608092021863e+01
2.230438808031927067e+01,1.141802215878330600e+02,9.608575422575951563e+01
2.230438667491123184e+01,1.141802223104223515e+02,9.613884385283972733e+01
2.230438446835280075e+01,1.141802219399575193e+02,9.656282960210504029e+01
2.230438448335449664e+01,1.141802221616804047e+02,9.692890478521727005e+01
2.230438380248620689e+01,1.141802250745148370e+02,9.680124783224999874e+01
2.230438532216380310e+01,1.141802239874034370e+02,9.711598943011793494e+01
2.230438485406230953e+01,1.141802220470574269e+02,9.793071768403315502e+01
2.230438268025215720e+01,1.141802227552883977e+02,9.810720949110994127e+01
2.230438223740049253e+01,1.141802235707470459e+02,9.846976907487186281e+01
2.230437967588385462e+01,1.141802263576444432e+02,9.828843921262827621e+01
2.230437970156516059e+01,1.141802259068816312e+02,9.880754883545890266e+01
2.230437793537947400e+01,1.141802288227385844e+02,9.896674869530779972e+01
2.230437783358364356e+01,1.141802308829905144e+02,9.934580141918149820e+01
2.230437950818217985e+01,1.141802313109893987e+02,9.928396300364916272e+01
2.230437908221272636e+01,1.141802322228487441e+02,9.951703932735117064e+01
2.230437781632421945e+01,1.141802322419431874e+02,9.983451740307366151e+01
2.230437776024061591e+01,1.141802332123095312e+02,1.003742734959072180e+02
2.230438027666166079e+01,1.141802343081878348e+02,1.003073486954731806e+02
2.230438205857289802e+01,1.141802318686418261e+02,1.003853485994403343e+02
2.230438376959346769e+01,1.141802318380016175e+02,1.004581310640510452e+02
2.230438411848339442e+01,1.141802344245006822e+02,1.006367240289807228e+02
2.230438404675295772e+01,1.141802348495479009e+02,1.010801011596915089e+02
2.230438616352082093e+01,1.141802340051396101e+02,1.008578383814735133e+02
2.230438854210599331e+01,1.141802328641823863e+02,1.006628741601288084e+02
2.230438675912331448e+01,1.141802352851874360e+02,1.003550466937354457e+02
2.230438412281078797e+01,1.141802369888538777e+02,9.980316911470168861e+01
2.230443264519284341e+01,1.141802691126173954e+02,8.903407580219004558e+01
2.230442993829965204e+01,1.141802682762850338e+02,8.907723245919447663e+01
