east_err(m),north_err(m),up_err(m),2d_err(m),3d_err(m)
4.465483306946178200e+05,2.549900997880359646e+06,6.494473319904915988e+06,2.588706339204469230e+06,6.991393581654103473e+06
4.465487951558903442e+05,2.549901229688447434e+06,6.494472538946365006e+06,2.588706647656669840e+06,6.991392970413712785e+06
4.465494032803184236e+05,2.549901362867274787e+06,6.494472057674894109e+06,2.588706883739909623e+06,6.991392610763778910e+06
4.465443203853868763e+05,2.549899905556748621e+06,6.494478712511320598e+06,2.588704571484888904e+06,6.991397936442286707e+06
4.465475266597988084e+05,2.549903596645373851e+06,6.494470418511825614e+06,2.588708760318741668e+06,6.991391782948239706e+06
4.465507060496520135e+05,2.549906375718552619e+06,6.494463463607412763e+06,2.588712046173457056e+06,6.991386539030376822e+06
4.465518861202024273e+05,2.549906581931711175e+06,6.494462479364899918e+06,2.588712452856858261e+06,6.991385775327710435e+06
4.465532965317351627e+05,2.549905740762331989e+06,6.494461991464387625e+06,2.588711867592849303e+06,6.991385105398760177e+06
4.465545221227758448e+05,2.549905779918393120e+06,6.494461553314224817e+06,2.588712117576910183e+06,6.991384790952801704e+06
4.465577114970887778e+05,2.549908472502075136e+06,6.494454588386503048e+06,2.588715319967682939e+06,6.991379506824807264e+06
4.465583631289328914e+05,2.549907227919348516e+06,6.494455174229234457e+06,2.588714206449937075e+06,6.991379638722861186e+06
4.465584604738111375e+05,2.549907719626328908e+06,6.494453975814943202e+06,2.588714707578006666e+06,6.991378711041850969e+06
4.465630779464822263e+05,2.549909131531415042e+06,6.494447298532177694e+06,2.588716894844303373e+06,6.991373318244722672e+06
4.465326208057067706e+05,2.549879666540606879e+06,6.494522059622375295e+06,2.588682617719068658e+06,6.991430073897793889e+06
4.465334192961286171e+05,2.549879787440345157e+06,6.494521735368351452e+06,2.588682874541629106e+06,6.991429867782201618e+06
4.465342309509057086e+05,2.549880631779322866e+06,6.494519949384463951e+06,2.588683846230403520e+06,6.991428568517811596e+06
4.465351029271873995e+05,2.549881048580404371e+06,6.494518980160265230e+06,2.588684407195225824e+06,6.991427875886128284e+06
4.465359765000673942e+05,2.549881683329614345e+06,6.494517676154194400e+06,2.588685183116853237e+06,6.991426951858112589e+06
4.465396266272959183e+05,2.549884362491187174e+06,6.494510340638615191e+06,2.588688451750332490e+06,6.991421347972630523e+06
4.465401755841896520e+05,2.549885455144829117e+06,6.494507648827505298e+06,2.588689622718396131e+06,6.991419281050799415e+06
4.465398701706762658e+05,2.549886408239812590e+06,6.494507108575239778e+06,2.588690508843839169e+06,6.991419107299497351e+06
4.465399836743340711e+05,2.549886939861095045e+06,6.494506937650999054e+06,2.588691052075170912e+06,6.991419149664180353e+06
4.465439335470058722e+05,2.549890560944012366e+06,6.494498458615564741e+06,2.588695300219591707e+06,6.991412846223497763e+06
4.465447414126262302e+05,2.549890541949454695e+06,6.494497714110170491e+06,2.588695420864832588e+06,6.991412199304857291e+06
4.465456933614130830e+05,2.549890701107308269e+06,6.494496931754927151e+06,2.588695741846296005e+06,6.991411591404651292e+06
4.465453672624804894e+05,2.549890197392920963e+06,6.494498665373123251e+06,2.588695189431172330e+06,6.991412997264385223e+06
4.465493042838043766e+05,2.549892453300828580e+06,6.494491179476337507e+06,2.588698090654232539e+06,6.991407117658992298e+06
4.465499300447281566e+05,2.549892896993183531e+06,6.494490447317985818e+06,2.588698635639003944e+06,6.991406639329728670e+06
4.465505812934990390e+05,2.549893337725115009e+06,6.494490462719377130e+06,2.588699182104496751e+06,6.991406855975516140e+06
4.465519390792227350e+05,2.549893403395399451e+06,6.494487795312073082e+06,2.588699481008714531e+06,6.991404488829999231e+06
4.465813504939536215e+05,2.549922563560211100e+06,6.494415148354183882e+06,2.588733277640337124e+06,6.991349519365684129e+06
4.465839690812830813e+05,2.549925221049244981e+06,6.494409125439275056e+06,2.588736347020189278e+06,6.991345061071750708e+06
4.465568287595398142e+05,2.549902315267174970e+06,6.494470896888913587e+06,2.588709102760809939e+06,6.991392354120441712e+06
4.465586268575688591e+05,2.549901946123657748e+06,6.494468594697964378e+06,2.588709049326736014e+06,6.991390195775392465e+06
4.465635829103623400e+05,2.549902949334435631e+06,6.494461907323237509e+06,2.588710892433953006e+06,6.991384666164405644e+06
4.465614724300184753e+05,2.549903455578683876e+06,6.494464739610802382e+06,2.588711027023097500e+06,6.991387346977636218e+06
4.465625375486689736e+05,2.549903184526021592e+06,6.494464674557160586e+06,2.588710943770634942e+06,6.991387255721763708e+06
4.465630604991584551e+05,2.549903209191115107e+06,6.494463664324393496e+06,2.588711058276980184e+06,6.991386359691141173e+06
4.465633644435032620e+05,2.549900137544084806e+06,6.494467146081984043e+06,2.588708085109335836e+06,6.991388493099830113e+06
4.465699473045788473e+05,2.549903005964091048e+06,6.494454784932258539e+06,2.588712046107160393e+06,6.991378477181008086e+06
4.465884214697495918e+05,2.549924701543573756e+06,6.494400927508892491e+06,2.588736603390334640e+06,6.991337540768668056e+06
4.465886296100744512e+05,2.549924520950113423e+06,6.494401751688292250e+06,2.588736461411178112e+06,6.991338253794593737e+06
4.465896535036434652e+05,2.549924608272057958e+06,6.494399761389014311e+06,2.588736724058263935e+06,6.991336502215982415e+06
4.465864069169262657e+05,2.549926199706791434e+06,6.494403346558699384e+06,2.588737731558392290e+06,6.991340205610575154e+06
4.465871228290816653e+05,2.549926676642048638e+06,6.494402216418480501e+06,2.588738324846202042e+06,6.991339375480838120e+06
4.465881714556931402e+05,2.549926702277490404e+06,6.494401400844572112e+06,2.588738530997654889e+06,6.991338694210418500e+06
4.465895001678933622e+05,2.549926820986242499e+06,6.494399550608240999e+06,2.588738877145629376e+06,6.991337103658050299e+06
4.465906766970380559e+05,2.549926687939791009e+06,6.494397731796329841e+06,2.588738949060007464e+06,6.991335440753906965e+06
4.465892859576646588e+05,2.549926957959807944e+06,6.494395108904139139e+06,2.588738975111692678e+06,6.991333013940928504e+06
4.465904662153269164e+05,2.549925124500642531e+06,6.494396774314898998e+06,2.588737372750283685e+06,6.991333967656373046e+06
4.465910456861346029e+05,2.549924697894856799e+06,6.494395734113250859e+06,2.588737052506726235e+06,6.991332882812089287e+06
4.465917724188778666e+05,2.549925179667633958e+06,6.494394198048536666e+06,2.588737652427385096e+06,6.991331678066900000e+06
4.465920197306588525e+05,2.549924827627997845e+06,6.494394572664442472e+06,2.588737348330414388e+06,6.991331913454985246e+06
4.465820562269212678e+05,2.549916804775585886e+06,6.494412055674914271e+06,2.588727726938620675e+06,6.991344591215373948e+06
4.465822036938851234e+05,2.549916881479444914e+06,6.494411369365281425e+06,2.588727827932079788e+06,6.991343991082900204e+06
4.465826167384893051e+05,2.549916672417437192e+06,6.494410726429865696e+06,2.588727693258874118e+06,6.991343343979947269e+06
4.465850322458593873e+05,2.549915335874368902e+06,6.494414335305103101e+06,2.588726793455294333e+06,6.991346363167094067e+06
4.465853347226454061e+05,2.549915506322379224e+06,6.494413013622877188e+06,2.588727013528590091e+06,6.991345216915470548e+06
4.465924005026418599e+05,2.549926525807047728e+06,6.494390614340210333e+06,2.588739086737230886e+06,6.991328880179455504e+06
4.465930530090178945e+05,2.549926699846704025e+06,6.494388377518167719e+06,2.588739370733758900e+06,6.991326907506906427e+06
4.465929752966106171e+05,2.549927509860213380e+06,6.494388407458039932e+06,2.588740155196381733e+06,6.991327225788502954e+06
4.465940043635885813e+05,2.549927230267044157e+06,6.494387026563101448e+06,2.588740057323419955e+06,6.991325906806375831e+06
4.465817709213676862e+05,2.549918762621812988e+06,6.494412872536157258e+06,2.588729606214218307e+06,6.991346045866515487e+06
4.465830632794130361e+05,2.549918740549542010e+06,6.494409182682812214e+06,2.588729807417874690e+06,6.991342692782883532e+06
4.465838779724066262e+05,2.549918958426125813e+06,6.494407134690719657e+06,2.588730162571188528e+06,6.991340921863814816e+06
4.465849667245595483e+05,2.549918742452175822e+06,6.494405100325299427e+06,2.588730137656928971e+06,6.991339022872838192e+06
4.465859479398494004e+05,2.549917990828576498e+06,6.494417569214285351e+06,2.588729566572873853e+06,6.991350394034600817e+06
4.465857977245497750e+05,2.549919120951275341e+06,6.494418048075555824e+06,2.588730653838324361e+06,6.991351241447658278e+06
4.465913266713878256e+05,2.549916418757254723e+06,6.494408159766041674e+06,2.588728945970576722e+06,6.991341423599742353e+06
4.465919235362138716e+05,2.549916584337955341e+06,6.494406161825907417e+06,2.588729212036191486e+06,6.991339666187863797e+06
4.465926779042648850e+05,2.549916991542390548e+06,6.494405362268970348e+06,2.588729743274546228e+06,6.991339120167341083e+06
4.465906872256866773e+05,2.549919904659660533e+06,6.494403804142915644e+06,2.588732269296352752e+06,6.991338608118063770e+06
4.465915141399946297e+05,2.549919875645129010e+06,6.494402580096111633e+06,2.588732383370657451e+06,6.991337513313954696e+06
4.465923157918440993e+05,2.549920242626100313e+06,6.494401408623308875e+06,2.588732883145472966e+06,6.991336610163115896e+06
4.465926139859277173e+05,2.549920401361327153e+06,6.494399845513043925e+06,2.588733090943424497e+06,6.991335235099611804e+06
4.465930434276385349e+05,2.549920885198061354e+06,6.494399187519013882e+06,2.588733641610744409e+06,6.991334827774654143e+06
4.465866309189551394e+05,2.549928204963812139e+06,6.494401678779664449e+06,2.588739745394563768e+06,6.991339402054633945e+06
4.465874087770587648e+05,2.549928622119034640e+06,6.494400816944432445e+06,2.588740290484946687e+06,6.991338803312895820e+06
4.465875889464291977e+05,2.549929376978955697e+06,6.494400190691831522e+06,2.588741065108920913e+06,6.991338508400187828e+06
4.465880399212003103e+05,2.549929734719185624e+06,6.494399386046051979e+06,2.588741495284091681e+06,6.991337920232511126e+06
4.465852970508080325e+05,2.549933954228572082e+06,6.494384841638867743e+06,2.588745178357599303e+06,6.991325773397948593e+06
4.465855918839089572e+05,2.549934645123437978e+06,6.494383431312866509e+06,2.588745909756130539e+06,6.991324734139458276e+06
4.465869797973936074e+05,2.549934154646793846e+06,6.494384795524222776e+06,2.588745666062777862e+06,6.991325911148400977e+06
4.465862198984715506e+05,2.549934571733098477e+06,6.494384058711010031e+06,2.588745945805201307e+06,6.991325330290570855e+06
4.465861434895512648e+05,2.549935378800796811e+06,6.494382590950205922e+06,2.588746727591719013e+06,6.991324256337560713e+06
4.465813911889747251e+05,2.549937490977452137e+06,6.494387444395391271e+06,2.588747988284812775e+06,6.991329231610335410e+06
4.465814224416058278e+05,2.549938076954979915e+06,6.494387494835478254e+06,2.588748570868717972e+06,6.991329494184225798e+06
4.465820986526044435e+05,2.549938292896785308e+06,6.494387914770592004e+06,2.588748900225422811e+06,6.991330006224613637e+06
4.465822980009431485e+05,2.549938869611087255e+06,6.494386150082258508e+06,2.588749502682960127e+06,6.991328590047926642e+06
4.465845769830493955e+05,2.549938918807884678e+06,6.494379297213412821e+06,2.588749944287831895e+06,6.991322387797921896e+06
4.465857847844282514e+05,2.549940298802436329e+06,6.494376575256306678e+06,2.588751511950921267e+06,6.991320439792902209e+06
4.465852394431752036e+05,2.549941135920868721e+06,6.494376540890797973e+06,2.588752242442279123e+06,6.991320678357033990e+06
4.465867144696255564e+05,2.549941212743257638e+06,6.494374463723473251e+06,2.588752572569910437e+06,6.991318871075104922e+06
4.465869907651838148e+05,2.549942039422194939e+06,6.494373103168725967e+06,2.588753434518885333e+06,6.991317926392327994e+06
4.465890396012184792e+05,2.549941358209413011e+06,6.494371692997611128e+06,2.588753116965541150e+06,6.991316498872544616e+06
4.465887105016725836e+05,2.549942282087692525e+06,6.494371643445211463e+06,2.588753970219289884e+06,6.991316768786219880e+06
4.465894797425375436e+05,2.549942599681562278e+06,6.494370318260747008e+06,2.588754415754316840e+06,6.991315702769663185e+06
4.465890794794833055e+05,2.549942884606928565e+06,6.494369536899083294e+06,2.588754627358072903e+06,6.991315055300443433e+06
4.465889938518118579e+05,2.549944028160243295e+06,6.494369196908256970e+06,2.588755738995021675e+06,6.991315151094997302e+06
4.465948675947723095e+05,2.549950533147816081e+06,6.494355275118992664e+06,2.588763159746913239e+06,6.991304966651698574e+06
4.465951004818497458e+05,2.549950881525711156e+06,6.494355913575238548e+06,2.588763543077688199e+06,6.991305701666736044e+06
4.465949109132286394e+05,2.549951544232652523e+06,6.494355047312929295e+06,2.588764163145821076e+06,6.991305126580229960e+06
4.465940831748167402e+05,2.549951569928412326e+06,6.494354025621654466e+06,2.588764045661004260e+06,6.991304134009284899e+06
4.465948543425265816e+05,2.549952843603113201e+06,6.494351162313491106e+06,2.588765433276028838e+06,6.991301988039668649e+06
4.465947069614583161e+05,2.549953836983699352e+06,6.494351755366732366e+06,2.588766386338072363e+06,6.991302891841323115e+06
4.465936283871110063e+05,2.549957222215414513e+06,6.494348900695749559e+06,2.588769534748992883e+06,6.991301405890937895e+06
4.465934294216413982e+05,2.549957757590331137e+06,6.494347970673980191e+06,2.588770027773362119e+06,6.991300724535809830e+06
4.465944673810338718e+05,2.549958124019135721e+06,6.494347868959595449e+06,2.588770567768905312e+06,6.991300830003424548e+06
4.465963807001488167e+05,2.549957771562866867e+06,6.494346154915535823e+06,2.588770550668470096e+06,6.991299231464387849e+06
4.465911781759368023e+05,2.549950486511199269e+06,6.494361812151055783e+06,2.588762477339949459e+06,6.991310786341086030e+06
4.465954714078254183e+05,2.549945895829432644e+06,6.494351811608881690e+06,2.588758696120467968e+06,6.991300096526174806e+06
4.465951558379731723e+05,2.549946691417000722e+06,6.494350111611634493e+06,2.588759425339954440e+06,6.991298787383965217e+06
4.465947275358934421e+05,2.549947355000872165e+06,6.494349066584174521e+06,2.588760005087146536e+06,6.991298031308745965e+06
4.465943263304645079e+05,2.549948503635469824e+06,6.494349237635002472e+06,2.588761067287464626e+06,6.991298583516060375e+06
4.465939802464240929e+05,2.549949361768638249e+06,6.494349252718152478e+06,2.588761852851016447e+06,6.991298888408180326e+06
4.465940270221419050e+05,2.549950442541293334e+06,6.494347287542168051e+06,2.588762925489391200e+06,6.991297460099570453e+06
4.465935201159060816e+05,2.549950781194101553e+06,6.494348443726009689e+06,2.588763171617273707e+06,6.991298625237544067e+06
4.465998427270366228e+05,2.549959347562461160e+06,6.494332141398392618e+06,2.588772700285790954e+06,6.991287010025065392e+06
4.466000138638535864e+05,2.549960243003462907e+06,6.494332420682895929e+06,2.588773611825003289e+06,6.991287606987316161e+06
4.465993828548656311e+05,2.549960524143072776e+06,6.494330995766607113e+06,2.588773779891623184e+06,6.991286345589718781e+06
4.465963961538665462e+05,2.549963518039853778e+06,6.494337188883999363e+06,2.588776213656137697e+06,6.991292999675634317e+06
4.465964582250426756e+05,2.549963207640627399e+06,6.494335414281859063e+06,2.588775918618687894e+06,6.991291241967792623e+06
4.465961894771265215e+05,2.549963182180980220e+06,6.494334723219658248e+06,2.588775847178360913e+06,6.991290573574423790e+06
4.465954352694319095e+05,2.549963978646440431e+06,6.494335544383663684e+06,2.588776501592572313e+06,6.991291578688656911e+06
4.465877132761877729e+05,2.549956844900739379e+06,6.494354625890608877e+06,2.588768142670445610e+06,6.991306208666027524e+06
4.465878905063140555e+05,2.549956777163544670e+06,6.494355218091806397e+06,2.588768106522708666e+06,6.991306745387835428e+06
4.465874809739956982e+05,2.549957839135806542e+06,6.494354171758066863e+06,2.588769081925394479e+06,6.991306134604910389e+06
4.465882558089448721e+05,2.549958161140185781e+06,6.494352165699381381e+06,2.588769532768785022e+06,6.991304438079931773e+06
4.465885816829252290e+05,2.549958995158680715e+06,6.494352797439415008e+06,2.588770410499980208e+06,6.991305349924962036e+06
4.465895290408140863e+05,2.549959226086074952e+06,6.494353119671185501e+06,2.588770801394049544e+06,6.991305793993940577e+06
4.465895843970473506e+05,2.549959175393977668e+06,6.494352518413984217e+06,2.588770761011461727e+06,6.991305220521981828e+06
4.465925650743067381e+05,2.549956369923176710e+06,6.494358288654918782e+06,2.588768511800820474e+06,6.991309747759162448e+06
4.465932767644894193e+05,2.549956759191784542e+06,6.494356105953429826e+06,2.588769018008194864e+06,6.991307907647445798e+06
4.465989483517026529e+05,2.549954353636940941e+06,6.494345823420418426e+06,2.588767626941598486e+06,6.991297840921889059e+06
4.466000621352823800e+05,2.549955186559503432e+06,6.494344761278594844e+06,2.588768639519752469e+06,6.991297229220602661e+06
4.466000453785545542e+05,2.549955809987668414e+06,6.494343304976240732e+06,2.588769250710072927e+06,6.991296102748882025e+06
4.466007479502542992e+05,2.549955856223141309e+06,6.494342489126781933e+06,2.588769417456182186e+06,6.991295406634872779e+06
4.466011642553963466e+05,2.549955503143873066e+06,6.494342410431078635e+06,2.588769141489444766e+06,6.991295231346745975e+06
4.466008638328723609e+05,2.549955787049672101e+06,6.494342622904442251e+06,2.588769369311291259e+06,6.991295513076080009e+06
4.466013856143401354e+05,2.549956293829003349e+06,6.494340920753364451e+06,2.588769958507474978e+06,6.991294150087124668e+06
4.466015957882098155e+05,2.549956409628138877e+06,6.494339470654761419e+06,2.588770108828553930e+06,6.991292858725671656e+06
4.466010029331699479e+05,2.549956640335791279e+06,6.494339511090405285e+06,2.588770233800888993e+06,6.991292942562445998e+06
4.465979513665321865e+05,2.549956698404991068e+06,6.494346391017745249e+06,2.588769764561009593e+06,6.991299159700611606e+06
4.465947746895591845e+05,2.549959007735902909e+06,6.494352182056244463e+06,2.588771491250915453e+06,6.991305178469339386e+06
4.466037741010476602e+05,2.549968772647490725e+06,6.494327547399619594e+06,2.588782662279444747e+06,6.991286431368135847e+06
4.466033769990314613e+05,2.549968711790213361e+06,6.494327959787359461e+06,2.588782533828590997e+06,6.991286766878599301e+06
4.466006065745723317e+05,2.549962371468775906e+06,6.494343225644771941e+06,2.588775810629309621e+06,6.991298458096148446e+06
4.465989135394528857e+05,2.549963279693705030e+06,6.494347483580105938e+06,2.588776413165280595e+06,6.991302636479425244e+06
4.465993023646826623e+05,2.549963865914443973e+06,6.494347440613684244e+06,2.588777057674522512e+06,6.991302835219446570e+06
4.465983408003549557e+05,2.549964078702868428e+06,6.494348264920016751e+06,2.588777101389881689e+06,6.991303617119644769e+06
4.465984086648333468e+05,2.549964023966740351e+06,6.494349857078749686e+06,2.588777059181924444e+06,6.991305080475703813e+06
4.466043762809667969e+05,2.549969413093392272e+06,6.494335097615309991e+06,2.588783397008172236e+06,6.991293716955627315e+06
4.466048315195192117e+05,2.549970167636940721e+06,6.494335494723534212e+06,2.588784218774315901e+06,6.991294390125544742e+06
4.466057044008057564e+05,2.549970264779508114e+06,6.494333912546246313e+06,2.588784465045905206e+06,6.991293011604594998e+06
4.466048567500231438e+05,2.549971506777093746e+06,6.494324193349247798e+06,2.588785542189184576e+06,6.991284382126728073e+06
4.466040195488980389e+05,2.549972001958421431e+06,6.494325419527189806e+06,2.588785885516427457e+06,6.991285648274291307e+06
4.466050964478330570e+05,2.549972879094616510e+06,6.494321941087535582e+06,2.588786935282868333e+06,6.991282805807690136e+06
4.466057156540904543e+05,2.549973280737737194e+06,6.494319283997690305e+06,2.588787437726643868e+06,6.991280523640540428e+06
4.466043535244198865e+05,2.549973325939101167e+06,6.494321744822689332e+06,2.588787247262294404e+06,6.991282739016117528e+06
4.466040096157559892e+05,2.549973888448722195e+06,6.494322383667396381e+06,2.588787742008828092e+06,6.991283515648506582e+06
4.466042515515830019e+05,2.549974458243141882e+06,6.494321924553129822e+06,2.588788344997781795e+06,6.991283312448997051e+06
4.465978921181584592e+05,2.549967154888604768e+06,6.494341902346027084e+06,2.588780054051534738e+06,6.991298800138819031e+06
4.465985756650115945e+05,2.549967203897625208e+06,6.494339916983573698e+06,2.588780220246494748e+06,6.991297017440019175e+06
4.465989400145691470e+05,2.549967655303411186e+06,6.494338418576541357e+06,2.588780727739549708e+06,6.991295813460832462e+06
4.465985235257851309e+05,2.549967824018896092e+06,6.494338711572578177e+06,2.588780822075726464e+06,6.991296120561426505e+06
4.465988321958744200e+05,2.549968774757086299e+06,6.494338468027165160e+06,2.588781811809345149e+06,6.991296260812604800e+06
4.465986638657046715e+05,2.549969518100206740e+06,6.494337799829143099e+06,2.588782514968538657e+06,6.991295900482003577e+06
4.466000739426937071e+05,2.549969265415647533e+06,6.494335738586664200e+06,2.588782509329441004e+06,6.991293983669549227e+06
4.466045144960992038e+05,2.549969956780258100e+06,6.494327843245789409e+06,2.588783956387672108e+06,6.991287185376361012e+06
4.466042824407877633e+05,2.549969860557524953e+06,6.494327499455036595e+06,2.588783821574565955e+06,6.991286816103608347e+06
4.466037894205429475e+05,2.549970531595244072e+06,6.494327971800512634e+06,2.588784397497968748e+06,6.991287468130565248e+06
4.466046985139457975e+05,2.549970874198229052e+06,6.494326540649960749e+06,2.588784891796538141e+06,6.991286321742551401e+06
4.466049411028806353e+05,2.549970893140770961e+06,6.494326199570648372e+06,2.588784952305356972e+06,6.991286027313743718e+06
4.466051295302358922e+05,2.549970163650979288e+06,6.494325783763777465e+06,2.588784266259535216e+06,6.991285387029478326e+06
4.466061237010274199e+05,2.549969226508213673e+06,6.494323936565403827e+06,2.588783514677532017e+06,6.991283392833716236e+06
4.466059921771168010e+05,2.549968358490059618e+06,6.494324668528448790e+06,2.588782636983838398e+06,6.991283747768083587e+06
4.466050422636576695e+05,2.549970338030447718e+06,6.494325676859060302e+06,2.588784422969676089e+06,6.991285345751618966e+06
4.466054736618940369e+05,2.549970232267159503e+06,6.494324244692063890e+06,2.588784393214969430e+06,6.991284004369193688e+06
4.466059036043241504e+05,2.549970527421605308e+06,6.494324272470225580e+06,2.588784758115872275e+06,6.991284165291021578e+06
4.466058484405207564e+05,2.549971126966238022e+06,6.494324633183375932e+06,2.588785339154782705e+06,6.991284715515105985e+06
4.466060195114411763e+05,2.549972083523128182e+06,6.494324767344630323e+06,2.588786310882212594e+06,6.991285199958376586e+06
4.466035273740169941e+05,2.549972430202357005e+06,6.494325476068111137e+06,2.588786222432247829e+06,6.991285825551858172e+06
4.466030127288398799e+05,2.549972577216910664e+06,6.494325215539061464e+06,2.588786278458832297e+06,6.991285604287898168e+06
4.466031592333074659e+05,2.549972915950885043e+06,6.494325553492495790e+06,2.588786637388301548e+06,6.991286051125776023e+06
4.466054645366804325e+05,2.549972414874441456e+06,6.494320797640409321e+06,2.588786541523772758e+06,6.991281597835934721e+06
4.466053861531140283e+05,2.549972950088503771e+06,6.494321482057258487e+06,2.588787055190912914e+06,6.991282423807124607e+06
4.466054098584437161e+05,2.549974165106287692e+06,6.494321557051891461e+06,2.588788256081276573e+06,6.991282938146133907e+06
4.466057374532353133e+05,2.549975039122764952e+06,6.494322009720232338e+06,2.588789173508591019e+06,6.991283698349820450e+06
4.466068264379993198e+05,2.549975245527559426e+06,6.494319941240602173e+06,2.588789564685464837e+06,6.991281921752240509e+06
4.466065093807098456e+05,2.549975715882821940e+06,6.494320733160290867e+06,2.588789973291254137e+06,6.991282808681747876e+06
4.466065982492992771e+05,2.549976168598831631e+06,6.494319458013368770e+06,2.588790434550812934e+06,6.991281794975285418e+06
4.466069799756932189e+05,2.549975746889397968e+06,6.494318412369711325e+06,2.588790085017932113e+06,6.991280694231308065e+06
4.466066055494415341e+05,2.549976113610051572e+06,6.494320502770877443e+06,2.588790381645879243e+06,6.991282745878069662e+06
4.466063780300940853e+05,2.549976475519699045e+06,6.494321616397126578e+06,2.588790698878730182e+06,6.991283897811903618e+06
4.466074795936247683e+05,2.549977434388988186e+06,6.494319987674520351e+06,2.588791833408398554e+06,6.991282804967254400e+06
4.466084197377664386e+05,2.549978070438650902e+06,6.494317679995573126e+06,2.588792622111452743e+06,6.991280953373407014e+06
4.466084608653029427e+05,2.549978650242630392e+06,6.494315680249935947e+06,2.588793200317418668e+06,6.991279309879550710e+06
4.466085729448336060e+05,2.549978457315190230e+06,6.494315518584746867e+06,2.588793029618122615e+06,6.991279096498010680e+06
4.466088128282955731e+05,2.549979154815217014e+06,6.494316189921255223e+06,2.588793758044087328e+06,6.991279989841728471e+06
4.466098120785391657e+05,2.549979383193627466e+06,6.494315135945435613e+06,2.588794155385356396e+06,6.991279157917195000e+06
4.466104483864093199e+05,2.549979246355444659e+06,6.494314417418380268e+06,2.588794130372554529e+06,6.991278481203536503e+06
4.466103703160354635e+05,2.549979637850782834e+06,6.494314567253699526e+06,2.588794502529591788e+06,6.991278758193743415e+06
4.466108305027851020e+05,2.549979251312315930e+06,6.494312814123054035e+06,2.588794201176622417e+06,6.991277018093948252e+06
4.466106177954997402e+05,2.549979509614625946e+06,6.494312129184964113e+06,2.588794418910494540e+06,6.991276462468142621e+06
4.466099984061921132e+05,2.549979369610822294e+06,6.494313346258430742e+06,2.588794174150811974e+06,6.991277502395936288e+06
4.466096491637357394e+05,2.549979349253968801e+06,6.494314292787862010e+06,2.588794093849074095e+06,6.991278351907936856e+06
4.466103604898402118e+05,2.549979600659198128e+06,6.494312297880641185e+06,2.588794464200452901e+06,6.991276635942726396e+06
4.466108568278388120e+05,2.549980220736276358e+06,6.494312296191005968e+06,2.588795160607096739e+06,6.991276892245108262e+06
4.466117940854726476e+05,2.549980864090048242e+06,6.494311032153465785e+06,2.588795956007671542e+06,6.991276012588251382e+06
4.466121696643378236e+05,2.549980840944598429e+06,6.494310578826838173e+06,2.588795998003088869e+06,6.991275607036171481e+06
4.466121743054289254e+05,2.549981077309116721e+06,6.494309336048852652e+06,2.588796231624340639e+06,6.991274539106847718e+06
4.466213990945353871e+05,2.549992024178211577e+06,6.494282219282856211e+06,2.588808605807245243e+06,6.991253931963501498e+06
4.466219755784828449e+05,2.549992449114280753e+06,6.494279836067352444e+06,2.588809123826914001e+06,6.991251909977245145e+06
4.466225945997479721e+05,2.549992583010638133e+06,6.494278507085770369e+06,2.588809362509390805e+06,6.991250763848515227e+06
4.466234757082873257e+05,2.549992763012979645e+06,6.494276753025557846e+06,2.588809691822154913e+06,6.991249256417660974e+06
4.466239102379596443e+05,2.549992714862482157e+06,6.494275678909605369e+06,2.588809719359068200e+06,6.991248268851906992e+06
4.466241198087345110e+05,2.549992885133880656e+06,6.494274313538571820e+06,2.588809923232746776e+06,6.991247076031230390e+06
4.466245822718360578e+05,2.549993499183332082e+06,6.494272408307217062e+06,2.588810607859668322e+06,6.991245559745929204e+06
4.466251573605187587e+05,2.549993941747699399e+06,6.494270694035985507e+06,2.588811143003150355e+06,6.991244165493858978e+06
4.466252860586466850e+05,2.549993763079458848e+06,6.494270153926058672e+06,2.588810989217078313e+06,6.991243606831756420e+06
4.466259882458206266e+05,2.549993601488043088e+06,6.494269294882405549e+06,2.588810951191012748e+06,6.991242794772538356e+06
4.466177646993416711e+05,2.549983122303658165e+06,6.494295706797668710e+06,2.588799210402102675e+06,6.991262981687155552e+06
4.466182568221493857e+05,2.549983639219250064e+06,6.494294791983774863e+06,2.588799804467835929e+06,6.991262351878970861e+06
4.466182970039241482e+05,2.549984396424392238e+06,6.494293770655764267e+06,2.588800557251669932e+06,6.991261681900114752e+06
4.466186306321329903e+05,2.549985248228757177e+06,6.494292387244546786e+06,2.588801453841526061e+06,6.991260728826702572e+06
4.466265062157902285e+05,2.549995444726571906e+06,6.494266387794094160e+06,2.588812856152562890e+06,6.991240799730255269e+06
4.466272563503623824e+05,2.549995694678387139e+06,6.494263889088508673e+06,2.588813231771145482e+06,6.991238617735226639e+06
4.466277766573285335e+05,2.549995008823805954e+06,6.494260778568567708e+06,2.588812645964977797e+06,6.991235511407279409e+06
4.466285345213215915e+05,2.549995658796535339e+06,6.494259469613210298e+06,2.588813416940247640e+06,6.991234580987159163e+06
4.466286827993998886e+05,2.549996104726499412e+06,6.494259424202559516e+06,2.588813881765054073e+06,6.991234710926475935e+06
4.466288525394362514e+05,2.549995804530576337e+06,6.494258577632808127e+06,2.588813615354383364e+06,6.991233825885209255e+06
4.466288647921844968e+05,2.549996229636959732e+06,6.494258475087138824e+06,2.588814036200411618e+06,6.991233886465921998e+06
