iTOW,version,reserved0,srcOfCurrLs,currLs,srcOfLsChange,lsChange,timeToLsEvent,dateOfLsGpsWn,dateOfLsGpsDn,reserved1,validCurrLs,validTimeToLsEvent
94679000,0,0,2,18,2,0,31354939,2441,7,0,1,1
94679100,0,0,2,18,2,0,31354939,2441,7,0,1,1
94679200,0,0,2,18,2,0,31354939,2441,7,0,1,1
94679400,0,0,2,18,2,0,31354939,2441,7,0,1,1
94679500,0,0,2,18,2,0,31354939,2441,7,0,1,1
94679600,0,0,2,18,2,0,31354939,2441,7,0,1,1
94679700,0,0,2,18,2,0,31354939,2441,7,0,1,1
94679900,0,0,2,18,2,0,31354939,2441,7,0,1,1
94680000,0,0,2,18,2,0,31354938,2441,7,0,1,1
94680100,0,0,2,18,2,0,31354938,2441,7,0,1,1
94680200,0,0,2,18,2,0,31354938,2441,7,0,1,1
94680300,0,0,2,18,2,0,31354938,2441,7,0,1,1
94680400,0,0,2,18,2,0,31354938,2441,7,0,1,1
94680500,0,0,2,18,2,0,31354938,2441,7,0,1,1
94680600,0,0,2,18,2,0,31354938,2441,7,0,1,1
94680700,0,0,2,18,2,0,31354938,2441,7,0,1,1
94680900,0,0,2,18,2,0,31354938,2441,7,0,1,1
94681000,0,0,2,18,2,0,31354937,2441,7,0,1,1
94681100,0,0,2,18,2,0,31354937,2441,7,0,1,1
94681200,0,0,2,18,2,0,31354937,2441,7,0,1,1
94681300,0,0,2,18,2,0,31354937,2441,7,0,1,1
94681400,0,0,2,18,2,0,31354937,2441,7,0,1,1
94681500,0,0,2,18,2,0,31354937,2441,7,0,1,1
94681600,0,0,2,18,2,0,31354937,2441,7,0,1,1
94681700,0,0,2,18,2,0,31354937,2441,7,0,1,1
94681800,0,0,2,18,2,0,31354937,2441,7,0,1,1
94681900,0,0,2,18,2,0,31354937,2441,7,0,1,1
94682000,0,0,2,18,2,0,31354936,2441,7,0,1,1
94682100,0,0,2,18,2,0,31354936,2441,7,0,1,1
94682200,0,0,2,18,2,0,31354936,2441,7,0,1,1
94682300,0,0,2,18,2,0,31354936,2441,7,0,1,1
94682400,0,0,2,18,2,0,31354936,2441,7,0,1,1
94682500,0,0,2,18,2,0,31354936,2441,7,0,1,1
94682600,0,0,2,18,2,0,31354936,2441,7,0,1,1
94682800,0,0,2,18,2,0,31354936,2441,7,0,1,1
94682900,0,0,2,18,2,0,31354936,2441,7,0,1,1
94683000,0,0,2,18,2,0,31354935,2441,7,0,1,1
94683100,0,0,2,18,2,0,31354935,2441,7,0,1,1
94683200,0,0,2,18,2,0,31354935,2441,7,0,1,1
94683300,0,0,2,18,2,0,31354935,2441,7,0,1,1
94683400,0,0,2,18,2,0,31354935,2441,7,0,1,1
94683500,0,0,2,18,2,0,31354935,2441,7,0,1,1
94683600,0,0,2,18,2,0,31354935,2441,7,0,1,1
94683700,0,0,2,18,2,0,31354935,2441,7,0,1,1
94683800,0,0,2,18,2,0,31354935,2441,7,0,1,1
94683900,0,0,2,18,2,0,31354935,2441,7,0,1,1
94684000,0,0,2,18,2,0,31354934,2441,7,0,1,1
94684100,0,0,2,18,2,0,31354934,2441,7,0,1,1
94684200,0,0,2,18,2,0,31354934,2441,7,0,1,1
94684300,0,0,2,18,2,0,31354934,2441,7,0,1,1
94684400,0,0,2,18,2,0,31354934,2441,7,0,1,1
94684500,0,0,2,18,2,0,31354934,2441,7,0,1,1
94684600,0,0,2,18,2,0,31354934,2441,7,0,1,1
94684800,0,0,2,18,2,0,31354934,2441,7,0,1,1
94684900,0,0,2,18,2,0,31354934,2441,7,0,1,1
94685000,0,0,2,18,2,0,31354933,2441,7,0,1,1
94685100,0,0,2,18,2,0,31354933,2441,7,0,1,1
94685200,0,0,2,18,2,0,31354933,2441,7,0,1,1
94685300,0,0,2,18,2,0,31354933,2441,7,0,1,1
94685400,0,0,2,18,2,0,31354933,2441,7,0,1,1
94685500,0,0,2,18,2,0,31354933,2441,7,0,1,1
94685600,0,0,2,18,2,0,31354933,2441,7,0,1,1
94685800,0,0,2,18,2,0,31354933,2441,7,0,1,1
94685900,0,0,2,18,2,0,31354933,2441,7,0,1,1
94686000,0,0,2,18,2,0,31354932,2441,7,0,1,1
94686100,0,0,2,18,2,0,31354932,2441,7,0,1,1
94686200,0,0,2,18,2,0,31354932,2441,7,0,1,1
94686300,0,0,2,18,2,0,31354932,2441,7,0,1,1
94686400,0,0,2,18,2,0,31354932,2441,7,0,1,1
94686500,0,0,2,18,2,0,31354932,2441,7,0,1,1
94686600,0,0,2,18,2,0,31354932,2441,7,0,1,1
94686700,0,0,2,18,2,0,31354932,2441,7,0,1,1
94686800,0,0,2,18,2,0,31354932,2441,7,0,1,1
94686900,0,0,2,18,2,0,31354932,2441,7,0,1,1
94687000,0,0,2,18,2,0,31354931,2441,7,0,1,1
94687100,0,0,2,18,2,0,31354931,2441,7,0,1,1
94687200,0,0,2,18,2,0,31354931,2441,7,0,1,1
94687400,0,0,2,18,2,0,31354931,2441,7,0,1,1
94687500,0,0,2,18,2,0,31354931,2441,7,0,1,1
94687600,0,0,2,18,2,0,31354931,2441,7,0,1,1
94687700,0,0,2,18,2,0,31354931,2441,7,0,1,1
94687900,0,0,2,18,2,0,31354931,2441,7,0,1,1
94688000,0,0,2,18,2,0,31354930,2441,7,0,1,1
94688100,0,0,2,18,2,0,31354930,2441,7,0,1,1
94688200,0,0,2,18,2,0,31354930,2441,7,0,1,1
94688300,0,0,2,18,2,0,31354930,2441,7,0,1,1
94688500,0,0,2,18,2,0,31354930,2441,7,0,1,1
94688600,0,0,2,18,2,0,31354930,2441,7,0,1,1
94688700,0,0,2,18,2,0,31354930,2441,7,0,1,1
94688800,0,0,2,18,2,0,31354930,2441,7,0,1,1
94688900,0,0,2,18,2,0,31354930,2441,7,0,1,1
94689000,0,0,2,18,2,0,31354929,2441,7,0,1,1
94689100,0,0,2,18,2,0,31354929,2441,7,0,1,1
94689200,0,0,2,18,2,0,31354929,2441,7,0,1,1
94689300,0,0,2,18,2,0,31354929,2441,7,0,1,1
94689400,0,0,2,18,2,0,31354929,2441,7,0,1,1
94689500,0,0,2,18,2,0,31354929,2441,7,0,1,1
94689600,0,0,2,18,2,0,31354929,2441,7,0,1,1
94689700,0,0,2,18,2,0,31354929,2441,7,0,1,1
94689900,0,0,2,18,2,0,31354929,2441,7,0,1,1
94690000,0,0,2,18,2,0,31354928,2441,7,0,1,1
94690100,0,0,2,18,2,0,31354928,2441,7,0,1,1
94690200,0,0,2,18,2,0,31354928,2441,7,0,1,1
94690300,0,0,2,18,2,0,31354928,2441,7,0,1,1
94690400,0,0,2,18,2,0,31354928,2441,7,0,1,1
94690500,0,0,2,18,2,0,31354928,2441,7,0,1,1
94690600,0,0,2,18,2,0,31354928,2441,7,0,1,1
94690700,0,0,2,18,2,0,31354928,2441,7,0,1,1
94690800,0,0,2,18,2,0,31354928,2441,7,0,1,1
94690900,0,0,2,18,2,0,31354928,2441,7,0,1,1
94691000,0,0,2,18,2,0,31354927,2441,7,0,1,1
94691100,0,0,2,18,2,0,31354927,2441,7,0,1,1
94691200,0,0,2,18,2,0,31354927,2441,7,0,1,1
94691300,0,0,2,18,2,0,31354927,2441,7,0,1,1
94691500,0,0,2,18,2,0,31354927,2441,7,0,1,1
94691600,0,0,2,18,2,0,31354927,2441,7,0,1,1
94691700,0,0,2,18,2,0,31354927,2441,7,0,1,1
94691800,0,0,2,18,2,0,31354927,2441,7,0,1,1
94691900,0,0,2,18,2,0,31354927,2441,7,0,1,1
94692000,0,0,2,18,2,0,31354926,2441,7,0,1,1
94692100,0,0,2,18,2,0,31354926,2441,7,0,1,1
94692200,0,0,2,18,2,0,31354926,2441,7,0,1,1
94692300,0,0,2,18,2,0,31354926,2441,7,0,1,1
94692500,0,0,2,18,2,0,31354926,2441,7,0,1,1
94692600,0,0,2,18,2,0,31354926,2441,7,0,1,1
94692700,0,0,2,18,2,0,31354926,2441,7,0,1,1
94692800,0,0,2,18,2,0,31354926,2441,7,0,1,1
94692900,0,0,2,18,2,0,31354926,2441,7,0,1,1
94693000,0,0,2,18,2,0,31354925,2441,7,0,1,1
94693100,0,0,2,18,2,0,31354925,2441,7,0,1,1
94693200,0,0,2,18,2,0,31354925,2441,7,0,1,1
94693300,0,0,2,18,2,0,31354925,2441,7,0,1,1
94693400,0,0,2,18,2,0,31354925,2441,7,0,1,1
94693600,0,0,2,18,2,0,31354925,2441,7,0,1,1
94693700,0,0,2,18,2,0,31354925,2441,7,0,1,1
94693800,0,0,2,18,2,0,31354925,2441,7,0,1,1
94693900,0,0,2,18,2,0,31354925,2441,7,0,1,1
94694000,0,0,2,18,2,0,31354924,2441,7,0,1,1
94694100,0,0,2,18,2,0,31354924,2441,7,0,1,1
94694200,0,0,2,18,2,0,31354924,2441,7,0,1,1
94694300,0,0,2,18,2,0,31354924,2441,7,0,1,1
94694400,0,0,2,18,2,0,31354924,2441,7,0,1,1
94694600,0,0,2,18,2,0,31354924,2441,7,0,1,1
94694700,0,0,2,18,2,0,31354924,2441,7,0,1,1
94694800,0,0,2,18,2,0,31354924,2441,7,0,1,1
94694900,0,0,2,18,2,0,31354924,2441,7,0,1,1
94695000,0,0,2,18,2,0,31354923,2441,7,0,1,1
94695100,0,0,2,18,2,0,31354923,2441,7,0,1,1
94695200,0,0,2,18,2,0,31354923,2441,7,0,1,1
94695300,0,0,2,18,2,0,31354923,2441,7,0,1,1
94695400,0,0,2,18,2,0,31354923,2441,7,0,1,1
94695500,0,0,2,18,2,0,31354923,2441,7,0,1,1
94695600,0,0,2,18,2,0,31354923,2441,7,0,1,1
94695700,0,0,2,18,2,0,31354923,2441,7,0,1,1
94695800,0,0,2,18,2,0,31354923,2441,7,0,1,1
94695900,0,0,2,18,2,0,31354923,2441,7,0,1,1
94696000,0,0,2,18,2,0,31354922,2441,7,0,1,1
94696100,0,0,2,18,2,0,31354922,2441,7,0,1,1
94696200,0,0,2,18,2,0,31354922,2441,7,0,1,1
94696300,0,0,2,18,2,0,31354922,2441,7,0,1,1
94696400,0,0,2,18,2,0,31354922,2441,7,0,1,1
94696500,0,0,2,18,2,0,31354922,2441,7,0,1,1
94696600,0,0,2,18,2,0,31354922,2441,7,0,1,1
94696700,0,0,2,18,2,0,31354922,2441,7,0,1,1
94696800,0,0,2,18,2,0,31354922,2441,7,0,1,1
94696900,0,0,2,18,2,0,31354922,2441,7,0,1,1
94697000,0,0,2,18,2,0,31354921,2441,7,0,1,1
94697200,0,0,2,18,2,0,31354921,2441,7,0,1,1
94697300,0,0,2,18,2,0,31354921,2441,7,0,1,1
94697400,0,0,2,18,2,0,31354921,2441,7,0,1,1
94697500,0,0,2,18,2,0,31354921,2441,7,0,1,1
94697600,0,0,2,18,2,0,31354921,2441,7,0,1,1
94697700,0,0,2,18,2,0,31354921,2441,7,0,1,1
94697800,0,0,2,18,2,0,31354921,2441,7,0,1,1
94697900,0,0,2,18,2,0,31354921,2441,7,0,1,1
94698000,0,0,2,18,2,0,31354920,2441,7,0,1,1
94698100,0,0,2,18,2,0,31354920,2441,7,0,1,1
94698300,0,0,2,18,2,0,31354920,2441,7,0,1,1
94698400,0,0,2,18,2,0,31354920,2441,7,0,1,1
94698500,0,0,2,18,2,0,31354920,2441,7,0,1,1
94698600,0,0,2,18,2,0,31354920,2441,7,0,1,1
94698800,0,0,2,18,2,0,31354920,2441,7,0,1,1
94698900,0,0,2,18,2,0,31354920,2441,7,0,1,1
94699000,0,0,2,18,2,0,31354919,2441,7,0,1,1
94699100,0,0,2,18,2,0,31354919,2441,7,0,1,1
94699300,0,0,2,18,2,0,31354919,2441,7,0,1,1
94699400,0,0,2,18,2,0,31354919,2441,7,0,1,1
94699500,0,0,2,18,2,0,31354919,2441,7,0,1,1
94699600,0,0,2,18,2,0,31354919,2441,7,0,1,1
94699700,0,0,2,18,2,0,31354919,2441,7,0,1,1
94699800,0,0,2,18,2,0,31354919,2441,7,0,1,1
94699900,0,0,2,18,2,0,31354919,2441,7,0,1,1
94700000,0,0,2,18,2,0,31354918,2441,7,0,1,1
94700100,0,0,2,18,2,0,31354918,2441,7,0,1,1
94700200,0,0,2,18,2,0,31354918,2441,7,0,1,1
94700400,0,0,2,18,2,0,31354918,2441,7,0,1,1
94700500,0,0,2,18,2,0,31354918,2441,7,0,1,1
94700600,0,0,2,18,2,0,31354918,2441,7,0,1,1
94700700,0,0,2,18,2,0,31354918,2441,7,0,1,1
94700900,0,0,2,18,2,0,31354918,2441,7,0,1,1
94701000,0,0,2,18,2,0,31354917,2441,7,0,1,1
94701100,0,0,2,18,2,0,31354917,2441,7,0,1,1
94701200,0,0,2,18,2,0,31354917,2441,7,0,1,1
94701400,0,0,2,18,2,0,31354917,2441,7,0,1,1
94701500,0,0,2,18,2,0,31354917,2441,7,0,1,1
94701600,0,0,2,18,2,0,31354917,2441,7,0,1,1
94701700,0,0,2,18,2,0,31354917,2441,7,0,1,1
94701800,0,0,2,18,2,0,31354917,2441,7,0,1,1
94701900,0,0,2,18,2,0,31354917,2441,7,0,1,1
94702000,0,0,2,18,2,0,31354916,2441,7,0,1,1
94702100,0,0,2,18,2,0,31354916,2441,7,0,1,1
94702200,0,0,2,18,2,0,31354916,2441,7,0,1,1
94702300,0,0,2,18,2,0,31354916,2441,7,0,1,1
94702500,0,0,2,18,2,0,31354916,2441,7,0,1,1
94702600,0,0,2,18,2,0,31354916,2441,7,0,1,1
94702700,0,0,2,18,2,0,31354916,2441,7,0,1,1
94702800,0,0,2,18,2,0,31354916,2441,7,0,1,1
94703100,0,0,2,18,2,0,31354915,2441,7,0,1,1
94703200,0,0,2,18,2,0,31354915,2441,7,0,1,1
94703300,0,0,2,18,2,0,31354915,2441,7,0,1,1
94703400,0,0,2,18,2,0,31354915,2441,7,0,1,1
94703600,0,0,2,18,2,0,31354915,2441,7,0,1,1
94703700,0,0,2,18,2,0,31354915,2441,7,0,1,1
94703800,0,0,2,18,2,0,31354915,2441,7,0,1,1
94703900,0,0,2,18,2,0,31354915,2441,7,0,1,1
94704000,0,0,2,18,2,0,31354914,2441,7,0,1,1
94704100,0,0,2,18,2,0,31354914,2441,7,0,1,1
94704200,0,0,2,18,2,0,31354914,2441,7,0,1,1
94704300,0,0,2,18,2,0,31354914,2441,7,0,1,1
94704400,0,0,2,18,2,0,31354914,2441,7,0,1,1
94704500,0,0,2,18,2,0,31354914,2441,7,0,1,1
94704700,0,0,2,18,2,0,31354914,2441,7,0,1,1
94704800,0,0,2,18,2,0,31354914,2441,7,0,1,1
94704900,0,0,2,18,2,0,31354914,2441,7,0,1,1
94705000,0,0,2,18,2,0,31354913,2441,7,0,1,1
94705200,0,0,2,18,2,0,31354913,2441,7,0,1,1
94705300,0,0,2,18,2,0,31354913,2441,7,0,1,1
94705400,0,0,2,18,2,0,31354913,2441,7,0,1,1
94705500,0,0,2,18,2,0,31354913,2441,7,0,1,1
94705700,0,0,2,18,2,0,31354913,2441,7,0,1,1
94705800,0,0,2,18,2,0,31354913,2441,7,0,1,1
94705900,0,0,2,18,2,0,31354913,2441,7,0,1,1
94706000,0,0,2,18,2,0,31354912,2441,7,0,1,1
94706100,0,0,2,18,2,0,31354912,2441,7,0,1,1
94706300,0,0,2,18,2,0,31354912,2441,7,0,1,1
94706400,0,0,2,18,2,0,31354912,2441,7,0,1,1
94706500,0,0,2,18,2,0,31354912,2441,7,0,1,1
94706600,0,0,2,18,2,0,31354912,2441,7,0,1,1
94706800,0,0,2,18,2,0,31354912,2441,7,0,1,1
94706900,0,0,2,18,2,0,31354912,2441,7,0,1,1
94707000,0,0,2,18,2,0,31354911,2441,7,0,1,1
94707100,0,0,2,18,2,0,31354911,2441,7,0,1,1
94707200,0,0,2,18,2,0,31354911,2441,7,0,1,1
94707400,0,0,2,18,2,0,31354911,2441,7,0,1,1
94707500,0,0,2,18,2,0,31354911,2441,7,0,1,1
94707600,0,0,2,18,2,0,31354911,2441,7,0,1,1
94707700,0,0,2,18,2,0,31354911,2441,7,0,1,1
94707900,0,0,2,18,2,0,31354911,2441,7,0,1,1
94708000,0,0,2,18,2,0,31354910,2441,7,0,1,1
94708100,0,0,2,18,2,0,31354910,2441,7,0,1,1
94708200,0,0,2,18,2,0,31354910,2441,7,0,1,1
94708300,0,0,2,18,2,0,31354910,2441,7,0,1,1
94708400,0,0,2,18,2,0,31354910,2441,7,0,1,1
94708500,0,0,2,18,2,0,31354910,2441,7,0,1,1
94708600,0,0,2,18,2,0,31354910,2441,7,0,1,1
94708700,0,0,2,18,2,0,31354910,2441,7,0,1,1
94708800,0,0,2,18,2,0,31354910,2441,7,0,1,1
94709100,0,0,2,18,2,0,31354909,2441,7,0,1,1
94709200,0,0,2,18,2,0,31354909,2441,7,0,1,1
94709300,0,0,2,18,2,0,31354909,2441,7,0,1,1
94709400,0,0,2,18,2,0,31354909,2441,7,0,1,1
94709800,0,0,2,18,2,0,31354909,2441,7,0,1,1
94709900,0,0,2,18,2,0,31354909,2441,7,0,1,1
94710000,0,0,2,18,2,0,31354908,2441,7,0,1,1
94710100,0,0,2,18,2,0,31354908,2441,7,0,1,1
94710400,0,0,2,18,2,0,31354908,2441,7,0,1,1
94710500,0,0,2,18,2,0,31354908,2441,7,0,1,1
94710600,0,0,2,18,2,0,31354908,2441,7,0,1,1
94710700,0,0,2,18,2,0,31354908,2441,7,0,1,1
94710900,0,0,2,18,2,0,31354908,2441,7,0,1,1
94711000,0,0,2,18,2,0,31354907,2441,7,0,1,1
94711100,0,0,2,18,2,0,31354907,2441,7,0,1,1
94711200,0,0,2,18,2,0,31354907,2441,7,0,1,1
94711300,0,0,2,18,2,0,31354907,2441,7,0,1,1
94711500,0,0,2,18,2,0,31354907,2441,7,0,1,1
94711600,0,0,2,18,2,0,31354907,2441,7,0,1,1
94711700,0,0,2,18,2,0,31354907,2441,7,0,1,1
94711800,0,0,2,18,2,0,31354907,2441,7,0,1,1
94712100,0,0,2,18,2,0,31354906,2441,7,0,1,1
94712200,0,0,2,18,2,0,31354906,2441,7,0,1,1
94712300,0,0,2,18,2,0,31354906,2441,7,0,1,1
94712400,0,0,2,18,2,0,31354906,2441,7,0,1,1
94712600,0,0,2,18,2,0,31354906,2441,7,0,1,1
94712700,0,0,2,18,2,0,31354906,2441,7,0,1,1
94712800,0,0,2,18,2,0,31354906,2441,7,0,1,1
94712900,0,0,2,18,2,0,31354906,2441,7,0,1,1
94713200,0,0,2,18,2,0,31354905,2441,7,0,1,1
94713300,0,0,2,18,2,0,31354905,2441,7,0,1,1
94713400,0,0,2,18,2,0,31354905,2441,7,0,1,1
94713500,0,0,2,18,2,0,31354905,2441,7,0,1,1
94713800,0,0,2,18,2,0,31354905,2441,7,0,1,1
94713900,0,0,2,18,2,0,31354905,2441,7,0,1,1
94714000,0,0,2,18,2,0,31354904,2441,7,0,1,1
94714100,0,0,2,18,2,0,31354904,2441,7,0,1,1
94714300,0,0,2,18,2,0,31354904,2441,7,0,1,1
94714400,0,0,2,18,2,0,31354904,2441,7,0,1,1
94714500,0,0,2,18,2,0,31354904,2441,7,0,1,1
94714600,0,0,2,18,2,0,31354904,2441,7,0,1,1
94714800,0,0,2,18,2,0,31354904,2441,7,0,1,1
94714900,0,0,2,18,2,0,31354904,2441,7,0,1,1
94715000,0,0,2,18,2,0,31354903,2441,7,0,1,1
94715100,0,0,2,18,2,0,31354903,2441,7,0,1,1
94715200,0,0,2,18,2,0,31354903,2441,7,0,1,1
94715400,0,0,2,18,2,0,31354903,2441,7,0,1,1
94715500,0,0,2,18,2,0,31354903,2441,7,0,1,1
94715600,0,0,2,18,2,0,31354903,2441,7,0,1,1
94715700,0,0,2,18,2,0,31354903,2441,7,0,1,1
94715900,0,0,2,18,2,0,31354903,2441,7,0,1,1
94716000,0,0,2,18,2,0,31354902,2441,7,0,1,1
94716100,0,0,2,18,2,0,31354902,2441,7,0,1,1
94716200,0,0,2,18,2,0,31354902,2441,7,0,1,1
94716400,0,0,2,18,2,0,31354902,2441,7,0,1,1
94716500,0,0,2,18,2,0,31354902,2441,7,0,1,1
94716600,0,0,2,18,2,0,31354902,2441,7,0,1,1
